ID,school_name,cert,location,type,fees,Latitude,Longitude,fees_normalized,Latitude_normalized,Longitude_normalized
295,Sama International College,0,El Shorouk,0,37900,30.11952805,31.60687795516707,-0.101340966844613,-0.138412686037714,0.8764117454388799
296,Liverpool International School,1,Badr City,1,65000,30.5726337,30.70326411716084,0.487771544150465,0.8096779459576311,-0.6532784463284121
297,Mokatam Official Language School,0,Mokattam,0,1591,30.0163466,31.2804433,-0.8906430392328156,-0.3543123689057108,0.3238041278267177
298,الواحة المستقبل 18,0,Nasr City,1,2500,30.0521177,31.3422045,-0.870882770875084,-0.2794639427027482,0.4283570882818516
299,المستقبل 15,0,Mokattam,1,2500,30.0163466,31.2804433,-0.870882770875084,-0.3543123689057108,0.3238041278267177
300,Samir Fahmy Official Language School,0,The 3rd Settlement,0,1591,29.9808967,31.4347388067753,-0.8906430392328156,-0.4284887074597948,0.5850045581661992
301,Elshahid Mohamed Wahid Official Language School,0,The 3rd Settlement,0,1591,29.9808967,31.4347388067753,-0.8906430392328156,-0.4284887074597948,0.5850045581661992
302,New Heliopolis Modern School,0,New Heliopolis,1,33880,31.124639,31.6925603,-0.1887296123870563,1.9647089056064104,1.0214598146315192
303,Ahmed Zewail Official Language School (Future 21),0,The 5th Settlement,1,2500,30.00380455,31.424935726802204,-0.870882770875084,-0.3805556967278593,0.5684093328019629
304,DR. Magdy Yacoub Official Language school,0,The 1st Settlement,1,2500,30.0645714,31.447989244439903,-0.870882770875084,-0.2534054808325888,0.6074356716348563
305,Lieutenant Omar Soliman Official Language School,0,The 5th Settlement,1,2500,30.00380455,31.424935726802204,-0.870882770875084,-0.3805556967278593,0.5684093328019629
306,Bent Elshatae Official Language School,0,The 1st Settlement,0,1591,30.0645714,31.447989244439903,-0.8906430392328156,-0.2534054808325888,0.6074356716348563
307,Abo Bakr Official Language School,0,The 1st Settlement,0,1591,30.0645714,31.447989244439903,-0.8906430392328156,-0.2534054808325888,0.6074356716348563
308,Future 9 Official Language School,0,The 5th Settlement,1,2500,30.00380455,31.424935726802204,-0.870882770875084,-0.3805556967278593,0.5684093328019629
309,Salah Eldin Official Language school,0,The 5th Settlement,0,1590,30.00380455,31.424935726802204,-0.890664777701856,-0.3805556967278593,0.5684093328019629
310,AlRo'aya Official Language School,0,October,0,1591,31.08086685,29.724904831435097,-0.8906430392328156,1.8731188639521203,-2.3095020901597803
311,ElTahrir Official Language School,0,October,0,1757,31.08086685,29.724904831435097,-0.8870344533721077,1.8731188639521203,-2.3095020901597803
312,Tenth District Official Language school,0,October,0,1757,31.08086685,29.724904831435097,-0.8870344533721077,1.8731188639521203,-2.3095020901597803
313,6th of October Distinguished Official Language School,0,October,1,2500,31.08086685,29.724904831435097,-0.870882770875084,1.8731188639521203,-2.3095020901597803
314,5th District Distinguished Official Language School,0,October,1,2500,31.08086685,29.724904831435097,-0.870882770875084,1.8731188639521203,-2.3095020901597803
315,2nd District Distinguished Official Language School,0,October,1,2500,31.08086685,29.724904831435097,-0.870882770875084,1.8731188639521203,-2.3095020901597803
316,Nour ELIslam Azhar language school,0,El Haram,1,11400,29.850964,31.22094695,-0.6774103964154459,-0.7003634361458457,0.2230852375076301
317,Imperial College Egypt,0,Nasr City,1,87000,30.0521177,31.3422045,0.9660178630394582,-0.2794639427027482,0.4283570882818516
318,British Columbia Canadian International School West,1,October,1,138000,31.08086685,29.724904831435097,2.074679784100306,1.8731188639521203,-2.3095020901597803
319,El Salam Language School,0,Abbasiya,1,12000,30.066667,31.283333,-0.6643673149912006,-0.2490205901820088,0.3286959804757419
320,AMAL St Michael American College,0,Maadi,0,18800,29.95891452548896,31.2605343965376,-0.5165457255164209,-0.4744848095273931,0.2901011752220159
321,New Vision Language School Hadayek Alahram,0,Hada'iq Al Ahram,1,23500,29.96909,31.0973093,-0.4143749210264995,-0.4531933688666444,0.0137842146775081
322,Continental Palace International School ELSheikh Zayed,0,Sheikh Zayed,0,45563,30.056131850653067,30.972691160621636,0.0652409214120394,-0.2710646242886201,-0.1971766377414677
323,Repton Cairo School,2,The 5th Settlement,1,232000,30.00380455,31.424935726802204,4.118095873898732,-0.3805556967278593,0.5684093328019629
324,Modern Future Language School,0,Abbasiya,1,10950,30.066667,31.283333,-0.6871927074836298,-0.2490205901820088,0.3286959804757419
325,Adventist Private School,0,Hada'iq al-Zaytun,1,6000,30.107946432630147,31.311177992306487,-0.7947981292336532,-0.1626463784044102,0.3758336070032986
326,Orman Smart School Heliopolis,0,Heliopolis,1,11265,30.0901239,31.326542634536956,-0.680345089735901,-0.1999387322408102,0.4018437692334563
327,AlSayeda Aisha Language School,0,Heliopolis,1,7950,30.0901239,31.326542634536956,-0.7524081146048561,-0.1999387322408102,0.4018437692334563
328,Green City International School,2,North Giza,1,57000,29.9401222,31.151556,0.3138637918271947,-0.5138063844172452,0.1056161913865357
329,El Maaref El Hadetha Language School,0,Hada'iq al-Zaytun,1,8000,30.107946432630147,31.311177992306487,-0.7513211911528357,-0.1626463784044102,0.3758336070032986
330,Magdy Baby Home School,0,Hada'iq al-Zaytun,1,8000,30.107946432630147,31.311177992306487,-0.7513211911528357,-0.1626463784044102,0.3758336070032986
331,ST.Arsany Language School,0,Boulaq Abou El Ela,1,17200,30.05544175,31.23094357054444,-0.5513272759810749,-0.2725086097350751,0.2400080996357564
332,Saint Mary's Integrated School,0,Hada'iq al-Zaytun,1,10000,30.107946432630147,31.311177992306487,-0.7078442530720181,-0.1626463784044102,0.3758336070032986
333,Coptic Girls College,0,Abbasiya,1,6635,30.066667,31.283333,-0.7809942013929937,-0.2490205901820088,0.3286959804757419
334,Greek Catholic Patriarchal College,0,Downtown,1,21000,30.0445133,31.235728,-0.4687210936275215,-0.2953755968654078,0.2481074607826916
335,Talaea Gaber AlAnsari School,0,Hada'iq al-Zaytun,1,7400,30.107946432630147,31.311177992306487,-0.764364272577081,-0.1626463784044102,0.3758336070032986
336,Nile Egyptian schools October,2,October,0,35000,31.08086685,29.724904831435097,-0.1643825270617985,1.8731188639521203,-2.3095020901597803
337,Nile Egyptian Schools Obour,2,Al Obour,0,35035,30.2288224,31.465685617766244,-0.1636216806453842,0.0902777956744871,0.6373931242197846
338,Egypt School,0,Hada'iq Al Ahram,1,31000,29.96909,31.0973093,-0.2513364032234337,-0.4531933688666444,0.0137842146775081
339,Heliopolis Modern Language School,0,Heliopolis,1,24700,30.0901239,31.326542634536956,-0.388288758178009,-0.1999387322408102,0.4018437692334563
340,International Kingdom College,2,October,1,100000,31.08086685,29.724904831435097,1.2486179605647725,1.8731188639521203,-2.3095020901597803
341,Ivy STEM International School,1,Maadi,1,89860,29.95891452548896,31.2605343965376,1.0281898844950272,-0.4744848095273931,0.2901011752220159
342,Smart Generations School,0,Al Maryoutia,1,20000,30.0426329,31.124639,-0.4904595626679303,-0.2993101971609496,0.0600495243436193
343,Fanarah Language School,0,October,1,38000,31.08086685,29.724904831435097,-0.0991671199405721,1.8731188639521203,-2.3095020901597803
344,Our Lady Of Perpetual Succour School,0,New Heliopolis,1,15000,31.124639,31.6925603,-0.5991519078699742,1.9647089056064104,1.0214598146315192
345,Futures Language Schools Fustat,0,Masr El Kadima,1,9000,30.0072008,31.229366,-0.7295827221124269,-0.3734492905090985,0.2373374962351137
346,Othman Ibn Afan School,0,Al Rehab,1,15000,27.2599794,31.346871748275863,-0.5991519078699742,-6.121810347929483,0.4362580782953303
347,Dar Luqman Al Hakeem International School,1,The 5th Settlement,1,42000,30.00380455,31.424935726802204,-0.012213243778937,-0.3805556967278593,0.5684093328019629
348,Al Bayan Modern School,0,Nasr City,1,14000,30.0521177,31.3422045,-0.620890376910383,-0.2794639427027482,0.4283570882818516
349,AlManhal Private Language School,0,Nasr City,1,26450,30.0521177,31.3422045,-0.3502464373572936,-0.2794639427027482,0.4283570882818516
350,Al Ola Modern School,0,Nasr City,1,10000,30.0521177,31.3422045,-0.7078442530720181,-0.2794639427027482,0.4283570882818516
351,AL-Ola Language School,0,Nasr City,1,16045,30.0521177,31.3422045,-0.576435207722747,-0.2794639427027482,0.4283570882818516
352,Orman Smart School Nacr City,0,Nasr City,1,18900,30.0521177,31.3422045,-0.51437187861238,-0.2794639427027482,0.4283570882818516
353,Sun Language Schools,0,Al Maryoutia,1,20000,30.0426329,31.124639,-0.4904595626679303,-0.2993101971609496,0.0600495243436193
354,Wiseness Language school,0,El Haram,1,14700,29.850964,31.22094695,-0.6056734485820968,-0.7003634361458457,0.2230852375076301
355,Futures Language Schools Maadi,0,Maadi,1,15500,29.95891452548896,31.2605343965376,-0.5882826733497698,-0.4744848095273931,0.2901011752220159
356,Futures Language Schools Nasr City,0,Nasr City,1,17470,30.0521177,31.3422045,-0.5454578893401645,-0.2794639427027482,0.4283570882818516
357,Futures Language Schools Girls,0,Nasr City,1,10032,30.0521177,31.3422045,-0.707148622062725,-0.2794639427027482,0.4283570882818516
358,Futures Tech School,0,Sheraton,1,19740,30.10062255,31.37713650062093,-0.4961115646184366,-0.1779710703641664,0.4874920157045581
359,Orman Trust School,0,October,1,38200,31.08086685,29.724904831435097,-0.0948194261324904,1.8731188639521203,-2.3095020901597803
360,Alomran Smart Language Schools,0,El Haram,1,23000,29.850964,31.22094695,-0.425244155546704,-0.7003634361458457,0.2230852375076301
361,Seven Pillars International School,2,New Capital,1,114500,29.95213615,31.71293543787288,1.5638257616506996,-0.4886680674524036,1.0559520360308874
362,El Serag Languages School,0,Kerdasa,1,11500,30.03142255,31.115599860932907,-0.675236549511405,-0.3227670395472408,0.0447475426879827
363,Glory Language School,0,El Haram,1,12500,29.850964,31.22094695,-0.6534980804709962,-0.7003634361458457,0.2230852375076301
364,Victoria International college,1,October,1,55000,31.08086685,29.724904831435097,0.2703868537463771,1.8731188639521203,-2.3095020901597803
365,Smart Way Language School,0,Hada'iq Al Ahram,1,33000,29.96909,31.0973093,-0.2078594651426161,-0.4531933688666444,0.0137842146775081
366,Eternity School of Egypt,0,Sheikh Zayed,1,33000,30.056131850653067,30.972691160621636,-0.2078594651426161,-0.2710646242886201,-0.1971766377414677
367,Giza Metropolitan Language School,0,El Haram,1,20500,29.850964,31.22094695,-0.4795903281477259,-0.7003634361458457,0.2230852375076301
368,The Royal British International School,2,The 5th Settlement,1,138000,30.00380455,31.424935726802204,2.074679784100306,-0.3805556967278593,0.5684093328019629
369,British School of Elite Education,2,El Shorouk,1,110000,30.11952805,31.60687795516707,1.4660026509688602,-0.138412686037714,0.8764117454388799
370,Smart Village Schools (SVS),2,October,1,98834,31.08086685,29.724904831435097,1.2232709056636557,1.8731188639521203,-2.3095020901597803
371,Ehab Morsi Official Language School,0,October,0,1757,31.08086685,29.724904831435097,-0.8870344533721077,1.8731188639521203,-2.3095020901597803
372,M.KH.L.S,0,October,0,1757,31.08086685,29.724904831435097,-0.8870344533721077,1.8731188639521203,-2.3095020901597803
373,Global Paradigm English School,2,Future City,1,72000,30.04076775,30.982470847844823,0.6399408274333265,-0.3032128879401675,-0.1806210129882277
374,Global Paradigm Baccalaureate School Mostakbal City,2,Future City,1,118000,30.04076775,30.982470847844823,1.6399104032921306,-0.3032128879401675,-0.1806210129882277
375,Modern Narmer Language School,0,Dokki,1,11000,30.038186465234222,31.21081926315397,-0.6861057840316094,-0.3086140386540168,0.2059404987021192
376,ALKaria ALseyahia Official Language School,0,October,0,1757,31.08086685,29.724904831435097,-0.8870344533721077,1.8731188639521203,-2.3095020901597803
377,AlNasr Official Language School,0,October,0,1757,31.08086685,29.724904831435097,-0.8870344533721077,1.8731188639521203,-2.3095020901597803
378,Egyptian Chinese Friendship School,0,October,1,2500,31.08086685,29.724904831435097,-0.870882770875084,1.8731188639521203,-2.3095020901597803
379,AlHoda Official Language School,0,October,0,1757,31.08086685,29.724904831435097,-0.8870344533721077,1.8731188639521203,-2.3095020901597803
380,Tarek Ibn Ziyad Official Language School,0,Sheikh Zayed,1,1591,30.056131850653067,30.972691160621636,-0.8906430392328156,-0.2710646242886201,-0.1971766377414677
381,Abo Bakr Official Language School,0,Sheikh Zayed,0,1757,30.056131850653067,30.972691160621636,-0.8870344533721077,-0.2710646242886201,-0.1971766377414677
382,Millennium Language Schools Katameya,0,Katameya,1,29000,29.9874449,31.5102943234146,-0.2948133413042512,-0.4147870750117564,0.7129093421301738
383,Nozha Language School,0,Cairo-Ismailia Desert Road,1,24000,30.1490863,31.4249067,-0.4035056865062951,-0.0765641967876298,0.5683601945387355
384,Sakkara Language School ElHaram,0,Al Maryoutia,1,11000,30.0426329,31.124639,-0.6861057840316094,-0.2993101971609496,0.0600495243436193
385,College Saint Joseph De L'Apparition,0,Abbasiya,1,10400,30.066667,31.283333,-0.6991488654558546,-0.2490205901820088,0.3286959804757419
386,Al Yasser Language School,0,The 5th Settlement,1,27000,30.00380455,31.424935726802204,-0.3382902793850688,-0.3805556967278593,0.5684093328019629
387,Armenian Catholic Sisters' School,0,Heliopolis,1,27500,30.0901239,31.326542634536956,-0.3274210448648644,-0.1999387322408102,0.4018437692334563
388,Carleton College,2,El Shorouk,1,112000,30.11952805,31.60687795516707,1.5094795890496775,-0.138412686037714,0.8764117454388799
389,Rawasy Misr International School,1,New Heliopolis,1,36000,31.124639,31.6925603,-0.1426440580213897,1.9647089056064104,1.0214598146315192
390,Zein College Language Schools,0,El Haram,1,13500,29.850964,31.22094695,-0.6317596114305873,-0.7003634361458457,0.2230852375076301
391,St Mary's School Shoubra,0,Shubra Masr,1,10000,30.2005981,31.3290642,-0.7078442530720181,0.0312204998216889,0.4061124222736038
392,Ecole Sainte Anne,0,El Daher,1,12000,30.06207115,31.2548915439843,-0.6643673149912006,-0.2586370721902415,0.280548625403369
393,Remas Language School,0,Mokattam,1,31280,30.0163466,31.2804433,-0.2452496318921192,-0.3543123689057108,0.3238041278267177
394,Saint joseph language school zamalek,0,Zamalek,1,12000,29.9289553,30.934665072489047,-0.6643673149912006,-0.5371723108373451,-0.2615494169101001
395,Ecole Des Religieuses Franciscaines Kasr El-Nil,0,Downtown,0,12500,30.0445133,31.235728,-0.6534980804709962,-0.2953755968654078,0.2481074607826916
396,Futures Language Schools AlRehab,0,Al Rehab,1,17000,27.2599794,31.346871748275863,-0.5556749697891566,-6.121810347929483,0.4362580782953303
397,Le College Francais in maadi,0,Maadi,1,166000,29.95891452548896,31.2605343965376,2.683356917231752,-0.4744848095273931,0.2901011752220159
398,Collège de la Sainte Famille Jesuites,0,Ramses,0,23000,30.0629785,31.2460533,-0.425244155546704,-0.256738508279287,0.2655867306574221
399,Holy Family School For Girls Helwan,0,Helwan,1,7320,29.8500001,31.333333,-0.7661033501003137,-0.7023803268206342,0.4133388958134753
400,Manaret El-Eman International School,2,Nasr City,1,77000,30.0521177,31.3422045,0.7486331726353703,-0.2794639427027482,0.4283570882818516
401,Manaret El-Eman Language School,0,Nasr City,1,26000,30.0521177,31.3422045,-0.3600287484254776,-0.2794639427027482,0.4283570882818516
402,Notre Dame De la Delivrande,0,El Daher,1,11500,30.06207115,31.2548915439843,-0.675236549511405,-0.2586370721902415,0.280548625403369
403,Notre Dame Des Apotres School Ahmed Saeed,0,Abbasiya,1,11000,30.066667,31.283333,-0.6861057840316094,-0.2490205901820088,0.3286959804757419
404,St.George's College Nasr City,0,Nasr City,1,22000,30.0521177,31.3422045,-0.4469826245871127,-0.2794639427027482,0.4283570882818516
405,Manaret Heliopolis Language School,0,Nasr City,1,32000,30.0521177,31.3422045,-0.2295979341830249,-0.2794639427027482,0.4283570882818516
406,Misr American College,1,Maadi,1,69100,29.95891452548896,31.2605343965376,0.5768992672161409,-0.4744848095273931,0.2901011752220159
407,Dr.Nermien Ismail Schools New Capital,0,New Capital,0,52800,29.95213615,31.71293543787288,0.2225622218574778,-0.4886680674524036,1.0559520360308874
408,Cairo British College -CBC,2,October,1,65000,31.08086685,29.724904831435097,0.487771544150465,1.8731188639521203,-2.3095020901597803
409,Notre Dame Des Apotres School Heliopolis,0,Heliopolis,1,14200,30.0901239,31.326542634536956,-0.6165426831023012,-0.1999387322408102,0.4018437692334563
410,Notre Dame Des Apôtres School Shoubra,0,Shubra Masr,1,7500,30.2005981,31.3290642,-0.7621904256730401,0.0312204998216889,0.4061124222736038
411,Collège Saint Paul (Frères) Choubra,0,Shubra Masr,1,16000,30.2005981,31.3290642,-0.5774134388295654,0.0312204998216889,0.4061124222736038
412,Collège Saint-Joseph Khoronfish,0,Bab El Shaaria,1,11830,30.0551319,31.2576045,-0.66806285472807,-0.273156948334085,0.2851412755304056
413,Frères Bab Ellouk,0,Bab El Luq,1,22000,30.0458315,31.239586,-0.4469826245871127,-0.2926173591981081,0.2546385081301468
414,Futures Language School Moqattam,0,Mokattam,1,11035,30.0163466,31.2804433,-0.685344937615195,-0.3543123689057108,0.3238041278267177
415,Liberty Language School,0,Mokattam,1,24860,30.0163466,31.2804433,-0.3848106031315436,-0.3543123689057108,0.3238041278267177
416,El Alyaa Private Schools,0,Maadi,1,22000,29.95891452548896,31.2605343965376,-0.4469826245871127,-0.4744848095273931,0.2901011752220159
417,IMS,0,Maadi,1,33500,29.95891452548896,31.2605343965376,-0.1969902306224117,-0.4744848095273931,0.2901011752220159
418,Orman Elite School,0,El Haram,1,19480,29.850964,31.22094695,-0.5017635665689428,-0.7003634361458457,0.2230852375076301
419,Ramatan Language School,0,Maadi,1,27750,29.95891452548896,31.2605343965376,-0.3219864276047622,-0.4744848095273931,0.2901011752220159
420,Stars British School,2,Maadi,1,42000,29.95891452548896,31.2605343965376,-0.012213243778937,-0.4744848095273931,0.2901011752220159
421,Stars Language School,0,Maadi,1,38000,29.95891452548896,31.2605343965376,-0.0991671199405721,-0.4744848095273931,0.2901011752220159
422,Sam Baiker international School,1,Maadi,1,40000,29.95891452548896,31.2605343965376,-0.0556901818597546,-0.4744848095273931,0.2901011752220159
423,Provence Language School,0,Maadi,1,39000,29.95891452548896,31.2605343965376,-0.0774286509001634,-0.4744848095273931,0.2901011752220159
424,Futures International School,1,Katameya,1,40000,29.9874449,31.5102943234146,-0.0556901818597546,-0.4147870750117564,0.7129093421301738
425,Europa Schule Neu Kairo,2,The 5th Settlement,1,135000,30.00380455,31.424935726802204,2.00946437697908,-0.3805556967278593,0.5684093328019629
426,Sun of Glory International School,1,Maadi,1,69000,29.95891452548896,31.2605343965376,0.5747254203121,-0.4744848095273931,0.2901011752220159
427,Albashaer School,0,Maadi,1,33000,29.95891452548896,31.2605343965376,-0.2078594651426161,-0.4744848095273931,0.2901011752220159
428,Asmaa Fahmy language school,0,Dokki,1,3600,30.038186465234222,31.21081926315397,-0.8469704549306344,-0.3086140386540168,0.2059404987021192
429,Lycée Pyramid School,0,Al Omraneya,1,12000,30.007087,31.2060355,-0.6643673149912006,-0.3736874087358788,0.1978422655093742
430,College du bon pasteur choubra,0,Shubra Masr,1,10000,30.2005981,31.3290642,-0.7078442530720181,0.0312204998216889,0.4061124222736038
431,Egyptian Language School Nasr City,0,Nasr City,1,45000,30.0521177,31.3422045,0.0530021633422892,-0.2794639427027482,0.4283570882818516
432,Alfarouk Islamic Language School,0,Nasr City,1,22000,30.0521177,31.3422045,-0.4469826245871127,-0.2794639427027482,0.4283570882818516
433,Nobel Language School,0,Mokattam,1,13410,30.0163466,31.2804433,-0.6337160736442242,-0.3543123689057108,0.3238041278267177
434,Al Ahram Language School,0,Nasr City,1,30000,30.0521177,31.3422045,-0.2730748722638424,-0.2794639427027482,0.4283570882818516
435,Al-Waha international school,0,Mokattam,0,15000,30.0163466,31.2804433,-0.5991519078699742,-0.3543123689057108,0.3238041278267177
436,El Horreya Language School,0,Dokki,1,11000,30.038186465234222,31.21081926315397,-0.6861057840316094,-0.3086140386540168,0.2059404987021192
437,Zamalek National Mixed School,0,Zamalek,1,7500,29.9289553,30.934665072489047,-0.7621904256730401,-0.5371723108373451,-0.2615494169101001
438,El Qaed Private School,0,Heliopolis,1,11500,30.0901239,31.326542634536956,-0.675236549511405,-0.1999387322408102,0.4018437692334563
439,Al Retaj Language School,0,The 5th Settlement,1,31000,30.00380455,31.424935726802204,-0.2513364032234337,-0.3805556967278593,0.5684093328019629
440,Hadaiq El Qobba El Qawmaiya School,0,Hada'iq Al Qubbah,1,5500,30.0821548,31.2825119,-0.8056673637538576,-0.2166134946398986,0.3273059745200663
441,Inspire Language Schools New Cairo,0,New Cairo,1,21000,30.0277688,31.4756825,-0.4687210936275215,-0.3304122457958376,0.6543164293508484
442,Our Lady Of Perpetual Succour School,0,Heliopolis,1,13000,30.0901239,31.326542634536956,-0.6426288459507917,-0.1999387322408102,0.4018437692334563
